age,education,experience,jobclass,region,salary
58,SomeCollege,10,Industrial,East,54262
23,SomeCollege,4,Information,West,78984
42,SomeCollege,6,Information,East,63101
30,SomeCollege,18,Information,East,41196
51,<HS,28,Industrial,East,58690
25,<HS,14,Information,South,63219
38,HS,34,Industrial,East,40160
51,SomeCollege,36,Industrial,East,60532
21,HS,11,Industrial,West,27698
42,HS,29,Information,West,39614
32,SomeCollege,19,Information,South,28636
21,College,36,Information,South,46834
62,<HS,2,Information,West,42895
29,SomeCollege,8,Industrial,West,44045
49,College,38,Information,South,62232
49,College,25,Information,East,51358
45,Advanced,1,Information,South,62004
30,<HS,22,Industrial,East,74395
48,HS,22,Information,West,81419
31,College,20,Industrial,West,47902
37,SomeCollege,15,Information,West,58021
35,SomeCollege,8,Information,East,47678
46,College,12,Information,South,65212
23,College,27,Information,East,62295
49,Advanced,26,Industrial,South,40091
46,Advanced,16,Information,South,42299
60,College,37,Information,South,70790
19,HS,35,Industrial,West,41762
40,College,0,Industrial,South,48323
36,<HS,17,Industrial,West,60125
48,HS,8,Information,South,47516
22,College,12,Information,South,73009
36,HS,39,Industrial,West,65496
51,HS,14,Industrial,West,36737
27,HS,3,Industrial,East,41217
42,College,32,Information,South,58813
19,SomeCollege,23,Industrial,West,49219
28,College,35,Industrial,East,20891
48,HS,9,Information,East,35436
32,College,35,Industrial,West,53511
26,College,19,Industrial,South,63358
40,HS,10,Information,East,63572
36,SomeCollege,11,Information,South,79442
26,HS,17,Industrial,South,39628
52,Advanced,29,Information,East,40345
38,SomeCollege,36,Information,West,49620
26,Advanced,19,Information,South,24860
45,HS,24,Information,West,49953
63,College,11,Industrial,East,47067
24,College,20,Information,South,61875
33,College,24,Information,West,64422
33,Advanced,10,Industrial,West,55359
50,HS,8,Information,South,50043
21,HS,24,Information,West,55460
21,College,34,Industrial,West,38107
56,College,31,Information,East,48759
57,SomeCollege,13,Information,East,50251
34,HS,0,Industrial,West,48873
54,SomeCollege,16,Industrial,West,47434
56,HS,24,Industrial,South,40680
46,SomeCollege,7,Industrial,East,34615
53,SomeCollege,4,Industrial,South,46923
55,College,4,Industrial,West,58915
56,HS,34,Industrial,South,23938
54,SomeCollege,18,Information,West,42540
52,HS,22,Information,East,81036
24,HS,8,Industrial,East,47105
44,College,29,Information,West,52270
45,Advanced,15,Information,East,77580
39,HS,32,Information,West,54791
31,College,1,Information,South,55134
24,College,13,Information,West,36347
54,College,0,Industrial,South,54692
39,HS,25,Industrial,West,49778
22,Advanced,24,Industrial,East,63873
19,HS,15,Industrial,West,69159
44,HS,14,Information,West,50454
38,<HS,25,Information,West,55731
55,SomeCollege,15,Information,East,21651
32,HS,13,Industrial,West,16465
38,HS,28,Information,East,66397
27,HS,23,Information,West,12576
40,College,14,Industrial,South,54910
56,College,18,Information,West,47395
22,HS,7,Industrial,South,68470
18,College,33,Industrial,East,49472
30,College,1,Information,East,77033
38,College,26,Information,West,46941
43,HS,9,Industrial,East,67195
62,College,34,Information,West,27526
38,Advanced,22,Information,East,15469
35,College,7,Information,South,49576
54,HS,27,Industrial,East,28991
62,SomeCollege,22,Information,South,49101
49,SomeCollege,3,Industrial,West,43802
53,SomeCollege,13,Industrial,West,59077
34,HS,28,Information,West,34034
52,HS,0,Industrial,South,56369
28,College,3,Information,West,62959
38,College,31,Information,West,46914
43,HS,32,Industrial,South,57173
21,Advanced,25,Industrial,East,35321
51,HS,16,Information,West,44260
35,College,38,Industrial,East,29868
57,College,22,Industrial,East,85081
52,College,31,Industrial,West,68431
58,Advanced,14,Information,West,74901
46,HS,12,Industrial,South,68216
46,College,1,Information,South,40052
55,HS,18,Information,West,26982
59,College,23,Industrial,East,43638
38,College,23,Industrial,South,57129
59,College,10,Information,South,45646
30,HS,21,Information,West,16478
58,College,14,Information,West,61206
34,HS,9,Industrial,West,26026
26,<HS,26,Information,West,43664
58,College,8,Information,South,76156
18,SomeCollege,27,Information,South,50736
19,College,0,Industrial,South,66149
46,HS,16,Industrial,East,55202
50,HS,30,Industrial,South,34866
27,College,9,Industrial,South,60939
57,SomeCollege,36,Information,West,49051
38,HS,28,Information,South,27712
45,College,17,Information,South,25195
28,SomeCollege,37,Industrial,South,55749
51,SomeCollege,38,Information,West,82120
25,SomeCollege,5,Information,South,33856
39,College,39,Information,South,35645
25,College,11,Information,East,55966
32,College,13,Information,East,30291
34,HS,9,Industrial,East,85310
40,College,19,Industrial,East,37014
41,College,14,Industrial,West,42515
62,College,30,Industrial,East,37931
36,HS,6,Information,South,64021
22,College,9,Information,East,82433
49,College,9,Industrial,West,39451
61,HS,38,Industrial,East,62998
18,SomeCollege,27,Information,East,30411
40,College,29,Industrial,West,64389
54,<HS,36,Information,West,76375
25,Advanced,2,Information,West,71785
30,College,14,Industrial,West,51992
25,SomeCollege,20,Information,West,34507
40,HS,36,Information,West,50011
60,HS,11,Information,South,45336
18,Advanced,3,Information,East,43299
62,HS,8,Industrial,East,53098
41,College,38,Industrial,West,49001
52,HS,27,Industrial,West,60617
41,HS,22,Industrial,South,60715
34,<HS,39,Information,South,49058
22,SomeCollege,21,Information,West,56483
37,Advanced,23,Information,South,69820
38,HS,25,Information,South,42025
57,HS,29,Information,West,50238
48,HS,32,Industrial,West,34574
63,SomeCollege,15,Industrial,West,57197
53,SomeCollege,21,Information,West,52977
28,College,17,Industrial,East,56913
32,SomeCollege,6,Information,East,35167
36,SomeCollege,25,Industrial,West,61483
24,HS,7,Industrial,South,51530
45,Advanced,5,Information,West,65442
60,HS,29,Information,East,43433
22,<HS,38,Industrial,South,60236
22,College,22,Industrial,East,56675
47,SomeCollege,31,Industrial,West,72869
49,SomeCollege,21,Industrial,East,48255
25,SomeCollege,8,Industrial,East,41676
27,College,30,Information,East,42593
55,HS,6,Information,South,33375
64,College,8,Information,East,42453
49,SomeCollege,12,Information,South,14891
45,SomeCollege,2,Information,West,70531
34,SomeCollege,34,Industrial,West,79010
48,HS,32,Information,East,47786
25,College,20,Information,South,56571
57,SomeCollege,30,Industrial,West,52460
42,HS,33,Information,South,30304
26,SomeCollege,31,Information,South,65393
19,Advanced,34,Industrial,East,67631
32,SomeCollege,14,Industrial,East,34385
20,Advanced,31,Information,South,54948
53,HS,5,Information,South,46058
21,<HS,20,Industrial,East,67848
31,HS,32,Information,South,48756
58,SomeCollege,31,Information,East,49163
58,HS,18,Industrial,South,77313
42,<HS,32,Information,East,30718
27,Advanced,27,Information,South,53720
38,College,30,Information,East,51329
53,College,20,Industrial,South,40945
29,HS,33,Industrial,West,80597
44,HS,14,Information,West,55048
57,<HS,13,Information,South,60076
19,College,18,Information,West,62219
30,Advanced,14,Information,South,45187
49,SomeCollege,5,Information,South,68626
48,HS,8,Industrial,West,65608
33,SomeCollege,36,Information,South,48168
49,HS,19,Information,East,64074
49,HS,33,Information,South,68599
51,SomeCollege,37,Information,South,61926
28,College,25,Information,West,37471
27,HS,17,Information,East,48614
32,<HS,27,Industrial,South,57130
34,Advanced,8,Industrial,South,53781
57,HS,31,Information,South,38822
35,<HS,5,Information,South,45701
26,HS,13,Information,South,55277
42,<HS,27,Information,South,27361
57,HS,23,Industrial,East,50289
31,College,12,Information,East,60449
42,HS,11,Industrial,South,54244
39,SomeCollege,18,Industrial,South,37137
47,College,20,Industrial,West,39777
37,SomeCollege,26,Industrial,East,72304
38,College,18,Information,East,35935
61,College,23,Industrial,South,67785
49,<HS,25,Industrial,East,40680
63,College,27,Industrial,East,66952
38,SomeCollege,17,Information,West,58116
52,Advanced,35,Industrial,West,44779
49,SomeCollege,28,Information,East,23502
47,Advanced,16,Industrial,East,55978
56,College,3,Information,East,52723
29,HS,28,Industrial,South,56208
58,SomeCollege,3,Information,West,58091
64,Advanced,9,Information,South,30288
35,College,24,Information,West,55899
38,<HS,30,Information,West,61138
30,College,2,Information,West,60961
38,HS,1,Information,East,31204
25,<HS,24,Industrial,West,67314
63,SomeCollege,5,Industrial,South,56430
57,HS,25,Industrial,West,58333
63,College,7,Information,South,36564
24,HS,34,Information,West,61356
40,College,26,Information,West,24141
61,<HS,24,Industrial,East,37277
49,HS,17,Industrial,South,68998
28,HS,0,Information,West,60628
39,HS,38,Information,West,54372
39,<HS,2,Industrial,South,64155
60,HS,3,Industrial,West,65197
42,SomeCollege,36,Industrial,East,61368
39,HS,14,Industrial,South,46738
45,SomeCollege,7,Information,East,36829
46,HS,37,Information,South,40048
30,College,18,Information,South,71158
35,Advanced,25,Information,South,30867
19,SomeCollege,38,Information,West,57362
46,HS,9,Information,South,57385
38,HS,37,Information,South,72020
32,Advanced,13,Information,South,57343
44,<HS,18,Information,East,43651
48,HS,29,Information,South,43887
32,HS,4,Information,West,49913
40,HS,30,Industrial,South,66990
41,HS,6,Industrial,South,62097
61,College,18,Information,East,33714
30,HS,30,Information,West,54179
39,SomeCollege,38,Information,West,62378
60,HS,23,Industrial,West,46442
54,<HS,33,Information,South,17600
50,Advanced,22,Information,South,47052
20,HS,39,Industrial,West,27722
36,College,5,Information,West,25348
40,SomeCollege,37,Information,East,65977
46,<HS,35,Information,West,87815
47,Advanced,26,Information,South,70464
56,HS,10,Information,South,10841
61,College,4,Industrial,South,47404
64,HS,16,Information,East,41154
42,College,6,Industrial,West,27936
54,<HS,26,Information,South,56972
64,SomeCollege,14,Information,East,47228
25,College,12,Information,East,32538
59,Advanced,10,Information,South,19154
33,Advanced,25,Information,East,40866
25,College,21,Information,East,50118
18,College,27,Industrial,South,48223
61,HS,23,Information,East,65941
22,HS,28,Information,South,55069
20,HS,8,Information,South,44830
18,HS,3,Information,East,37741
21,HS,17,Information,South,23436
57,SomeCollege,15,Information,South,33630
52,HS,32,Information,West,70374
49,College,28,Information,South,62970
59,HS,38,Industrial,West,54331
51,HS,9,Information,West,42588
60,SomeCollege,8,Information,West,68615
42,College,30,Industrial,West,34833
27,College,27,Industrial,East,35004
38,SomeCollege,2,Industrial,East,48597
63,HS,13,Information,South,17252
56,SomeCollege,24,Industrial,South,34407
44,<HS,14,Information,South,46456
44,HS,1,Information,East,43081
19,SomeCollege,23,Industrial,West,35176
58,<HS,13,Information,East,80530
30,HS,6,Industrial,East,70448
26,Advanced,35,Industrial,South,75719
53,Advanced,23,Industrial,South,48514
39,HS,26,Industrial,South,42671
59,<HS,36,Information,West,74024
43,HS,37,Information,West,51278
29,HS,29,Industrial,East,34092
34,Advanced,26,Industrial,West,35134
31,HS,38,Industrial,South,45133
31,College,14,Industrial,West,49669
51,HS,25,Industrial,West,51221
37,Advanced,0,Industrial,West,47246
28,HS,3,Information,West,85094
33,College,28,Information,South,29703
48,HS,0,Industrial,South,60090
23,SomeCollege,21,Information,East,42838
36,HS,10,Information,East,49418
54,HS,9,Information,East,64107
21,Advanced,16,Industrial,West,23258
64,Advanced,35,Industrial,West,35811
21,College,25,Industrial,South,47995
37,SomeCollege,20,Information,East,72143
27,College,12,Industrial,South,72064
41,<HS,8,Industrial,East,69159
52,HS,10,Information,East,17099
43,HS,10,Information,East,34253
54,SomeCollege,5,Information,West,34870
55,HS,0,Information,East,49171
38,HS,5,Industrial,East,22204
57,SomeCollege,12,Information,West,66468
56,College,21,Industrial,East,20084
38,HS,30,Information,West,65487
27,HS,21,Information,West,63062
55,HS,36,Information,South,33584
63,HS,26,Information,West,68929
21,HS,13,Information,West,45001
62,SomeCollege,4,Information,West,41109
37,SomeCollege,35,Information,East,43678
34,College,31,Information,South,44964
24,HS,33,Industrial,East,46344
21,College,6,Information,West,46685
46,HS,9,Information,West,36645
31,SomeCollege,16,Industrial,South,40127
20,College,29,Information,South,41425
41,HS,20,Industrial,West,75090
54,HS,12,Industrial,West,41432
33,College,0,Information,East,40469
21,HS,0,Industrial,West,72744
41,College,32,Industrial,East,45169
51,<HS,37,Industrial,South,36646
47,College,24,Industrial,East,33395
35,HS,25,Information,West,28697
36,<HS,12,Industrial,East,58117
48,SomeCollege,27,Information,East,22934
36,HS,32,Information,South,70195
63,HS,36,Information,East,48630
36,<HS,29,Information,West,43443
39,HS,7,Information,East,46574
41,HS,0,Industrial,East,56945
62,<HS,11,Industrial,East,42952
29,Advanced,4,Information,West,47123
47,<HS,23,Industrial,East,65796
55,SomeCollege,5,Industrial,West,55203
48,HS,24,Information,East,31250
53,HS,0,Information,South,39383
36,Advanced,24,Industrial,South,23278
62,HS,0,Industrial,South,59228
53,Advanced,31,Industrial,West,60829
47,HS,2,Industrial,West,35984
50,College,18,Information,West,84572
35,SomeCollege,28,Information,East,86568
45,College,1,Information,West,50342
64,SomeCollege,8,Information,West,38039
28,SomeCollege,16,Industrial,West,54107
62,HS,35,Industrial,West,37684
50,HS,16,Information,South,64250
34,Advanced,11,Industrial,East,52495
23,HS,19,Information,South,53574
21,HS,2,Industrial,East,76387
37,College,3,Industrial,East,40714
64,HS,16,Industrial,South,41315
44,Advanced,36,Industrial,West,62875
32,College,14,Information,South,43670
23,SomeCollege,32,Industrial,East,74057
64,College,15,Industrial,East,65007
31,<HS,10,Information,West,44429
28,HS,19,Industrial,South,22826
56,SomeCollege,37,Industrial,East,28216
26,HS,23,Information,South,42773
43,College,15,Information,West,56070
33,Advanced,29,Industrial,West,66534
22,SomeCollege,33,Industrial,East,46740
27,HS,0,Information,West,36666
20,Advanced,23,Information,East,47888
30,SomeCollege,23,Information,East,50305
60,SomeCollege,8,Industrial,West,69574
47,HS,21,Industrial,West,68741
62,Advanced,11,Information,South,34971
23,SomeCollege,16,Information,South,56811
34,College,24,Information,East,37192
62,College,27,Industrial,South,37615
36,HS,14,Information,East,65580
59,SomeCollege,29,Information,West,47010
52,College,26,Information,West,59597
63,HS,21,Industrial,South,58021
43,College,9,Information,East,48807
22,Advanced,30,Information,East,54994
46,SomeCollege,26,Industrial,South,53057
54,College,11,Information,East,32743
37,College,30,Information,East,57309
38,College,31,Industrial,West,39410
27,HS,31,Information,East,33963
22,<HS,34,Information,East,62819
53,SomeCollege,20,Information,East,41130
23,College,9,Industrial,South,66660
43,SomeCollege,15,Information,South,66475
21,College,6,Industrial,South,42848
56,HS,3,Information,East,66025
56,SomeCollege,26,Information,East,44160
52,HS,24,Industrial,South,48974
18,College,30,Industrial,South,57406
41,SomeCollege,10,Information,East,80590
53,HS,19,Industrial,East,64113
23,HS,35,Information,West,49133
58,College,16,Information,South,51549
63,SomeCollege,10,Information,East,26253
61,HS,29,Industrial,South,65072
48,Advanced,34,Information,South,63460
37,College,37,Information,South,54252
41,Advanced,21,Information,West,60766
42,SomeCollege,26,Information,East,19622
53,SomeCollege,36,Industrial,East,33773
38,College,34,Industrial,South,77022
47,SomeCollege,3,Industrial,East,46134
41,College,15,Information,West,61361
61,HS,15,Information,South,38800
59,SomeCollege,20,Industrial,West,43367
47,HS,25,Industrial,West,77820
39,HS,35,Information,East,47638
45,<HS,18,Industrial,East,57853
24,<HS,16,Industrial,West,51956
52,Advanced,25,Industrial,East,53696
45,HS,21,Information,West,53183
31,College,27,Information,West,20335
27,College,0,Information,South,57155
33,SomeCollege,35,Information,West,41935
33,HS,36,Information,West,76693
48,College,1,Information,East,38410
59,SomeCollege,16,Industrial,South,42925
42,College,39,Information,East,86691
30,College,37,Information,South,60851
23,Advanced,20,Industrial,East,35248
61,SomeCollege,8,Industrial,West,52646
26,HS,12,Industrial,South,31694
62,SomeCollege,10,Information,South,53863
53,<HS,15,Industrial,South,37934
60,College,15,Information,South,77972
37,HS,1,Information,East,56313
35,HS,7,Industrial,East,57913
60,College,12,Information,South,64246
38,SomeCollege,16,Information,South,65924
21,HS,38,Information,South,39663
50,SomeCollege,23,Information,East,51424
44,College,2,Information,South,43317
24,HS,29,Industrial,South,81411
23,College,12,Information,South,15721
32,<HS,18,Industrial,East,41373
35,College,6,Information,West,48800
49,College,8,Information,West,52054
28,HS,18,Information,East,51747
37,SomeCollege,39,Information,West,49307
41,HS,21,Industrial,South,47563
32,College,17,Information,South,53619
24,SomeCollege,22,Information,East,56922
38,SomeCollege,1,Industrial,East,76860
59,HS,10,Information,West,76727
43,HS,30,Industrial,West,54514
61,<HS,32,Industrial,South,42569
31,HS,13,Information,East,43619
54,SomeCollege,15,Information,West,30288
38,College,10,Information,West,64298
35,College,32,Industrial,South,49328
22,SomeCollege,6,Information,South,56558
20,Advanced,30,Information,South,55006
40,College,13,Information,South,39535
43,Advanced,27,Information,West,37683
54,SomeCollege,15,Information,East,43206
41,HS,18,Industrial,East,57285
36,<HS,16,Information,South,48788
42,College,25,Industrial,South,23520
38,HS,5,Industrial,West,34637
29,HS,8,Information,South,45989
58,SomeCollege,16,Information,East,49543
50,SomeCollege,30,Information,South,57732
21,SomeCollege,11,Industrial,East,50588
59,HS,22,Information,South,44559
24,HS,4,Industrial,South,44043
39,SomeCollege,35,Industrial,East,53021
50,Advanced,35,Information,West,56270
34,College,2,Industrial,West,45052
41,Advanced,23,Information,South,33834
51,College,16,Industrial,South,48520
45,SomeCollege,38,Information,East,40252
60,HS,25,Information,East,54313
58,College,3,Information,South,72211
56,SomeCollege,11,Industrial,East,29726
39,SomeCollege,0,Information,West,67260
34,SomeCollege,20,Industrial,West,57035
51,SomeCollege,18,Information,East,66542
23,HS,20,Information,East,43463
63,SomeCollege,17,Information,East,28309
